Name #1,Name #2,Event,Location,Stadt,Type,Year,Channel,Uploaded,URL,Views,ID,hidden
Kiruma,Karanova,,,,Accapella,2024,DUDL,2024-06-10,https://www.youtube.com/watch?v=rv_yat0fWhE,36378,rv_yat0fWhE,DUDL 🏆 Title-Match
Liuz,T-Way,NRWeekend 7,,,Accapella,2024,DLTLLY,2024-06-09,https://www.youtube.com/watch?v=J8bcbhLcKq8,17718,J8bcbhLcKq8,  NRWeekend
Jeystone,N'antinein,,,,On Beat,2024,DUDL,2024-06-09,https://www.youtube.com/watch?v=IuwaIOsyTXs,5716,IuwaIOsyTXs,Battle
Ryko-J,Olio,NRWeekend 7,,,Accapella,2024,DLTLLY,2024-06-07,https://www.youtube.com/watch?v=6oGgSiAVu4I,20505,6oGgSiAVu4I,  NRWeekend
Ryko-J,Olio,,,,Accapella,2024,DLTLLY,2024-06-07,https://www.youtube.com/watch?v=jFMyEc04qBk,2848,jFMyEc04qBk,Interview NRWeekend
Holu,Zeuge,,Panke,,Accapella,2024,DUDL,2024-06-02,https://www.youtube.com/watch?v=bf94Ffg-3F4,7573,bf94Ffg-3F4,Battle
Requiem,Fate,NRWeekend 7,Spektakulum,Düsseldorf,Accapella,2024,DLTLLY,2024-06-02,https://www.youtube.com/watch?v=OPSI5Jy-AVQ,20135,OPSI5Jy-AVQ,NRWeekend
KATO,T-WAY,,,,Accapella,2024,FOB,2024-05-30,https://www.youtube.com/watch?v=nxx7jX1ylPc,11231,nxx7jX1ylPc,GAMING BARS RELOADED
Franz Flaute,MC Rabiat,,,,Accapella,2024,DUDL,2024-05-26,https://www.youtube.com/watch?v=ca_rG-4NbNw,4361,ca_rG-4NbNw,Battle
KRISO,CIZERO,,,,Accapella,2024,FOB,2024-05-26,https://www.youtube.com/watch?v=JZ87q10gvnM,2735,JZ87q10gvnM,ACAPELLA BATTLE
DER SERGEANT,EZRA,,,,Accapella,2024,FOB,2024-05-26,https://www.youtube.com/watch?v=hp9kbzK2ugs,4520,hp9kbzK2ugs,ACAPELLA BATTLE
PHILLIE.45,NASTIC (Freestyle als MAT),,,,On Beat,2024,FOB,2024-05-24,https://www.youtube.com/watch?v=RzVabkX8At8,4236,RzVabkX8At8,ON BEAT BATTLE
Moitz,Wenzel Washington,,,,Accapella,2024,DLTLLY,2024-05-19,https://www.youtube.com/watch?v=X2oW-AVnu_k,12890,X2oW-AVnu_k,NRWeekend
Capco Jones,Schlawin0r,,,,Accapella,2024,DUDL,2024-05-19,https://www.youtube.com/watch?v=-zVGbTf4cXQ,3130,-zVGbTf4cXQ,Battle
Pablo,Morgana,,,,On Beat,2024,DLTLLY,2024-05-17,https://www.youtube.com/watch?v=wMIpuP755BM,16257,wMIpuP755BM,Berlin
JILLY,ROOL,,,,Accapella,2024,FOB,2024-05-16,https://www.youtube.com/watch?v=oy7yIMl1ZNA,3257,oy7yIMl1ZNA,ACAPELLA BATTLE
ILYA FLOYD,CRYSTAL MAX,,,,Accapella,2024,FOB,2024-05-16,https://www.youtube.com/watch?v=uTnZqyleXUo,2827,uTnZqyleXUo,ACAPELLA BATTLE
Georgie,Günti,,,,Accapella,2024,DUDL,2024-05-12,https://www.youtube.com/watch?v=CvxlkVUxyCQ,3763,CvxlkVUxyCQ,Battle
MC Geuner,Bayze,NRWeekend 7,,,Accapella,2024,DLTLLY,2024-05-12,https://www.youtube.com/watch?v=me9eYSwqDfM,31631,me9eYSwqDfM,NRWeekend #7
MC GEUNER (SPECKTITTE MINO),RIPA,,,,Accapella,2024,FOB,2024-05-12,https://www.youtube.com/watch?v=6Fq9WuxhADc,4004,6Fq9WuxhADc,ACAPELLA BATTLE
LARA SOFT,FROZEN,,,,On Beat,2024,FOB,2024-05-09,https://www.youtube.com/watch?v=hcwjr_srOXM,11175,hcwjr_srOXM,ON BEAT BATTLE
David Ardor,Jilly,,,,Accapella,2024,DUDL,2024-05-05,https://www.youtube.com/watch?v=BxFo9Cnh4GI,3066,BxFo9Cnh4GI,Battle
Steel,Davie Jones,,,Berlin,On Beat,2024,DLTLLY,2024-05-05,https://www.youtube.com/watch?v=uz5v_Bn_TzY,22980,uz5v_Bn_TzY,Berlin
Notyzze,Tommy2Late,,,Berlin,On Beat,2024,DLTLLY,2024-05-05,https://www.youtube.com/watch?v=DDBzGJrY2Ds,29390,DDBzGJrY2Ds,Berlin
CSN GALACTICO,SIC68,,,,Accapella,2024,FOB,2024-05-03,https://www.youtube.com/watch?v=cUb4Sq_nyLo,7872,cUb4Sq_nyLo,ACAPELLA BATTLE
Tobi High,Papa TR,,,Berlin,On Beat,2024,DLTLLY,2024-04-28,https://www.youtube.com/watch?v=F5E_sF7XD7I,30804,F5E_sF7XD7I,Berlin
HEYZEN,TOKZ,,,,On Beat,2024,FOB,2024-04-25,https://www.youtube.com/watch?v=QboOw6vfu5Q,4899,QboOw6vfu5Q,ON BEAT + ACAPELLA BATTLE
Karanova,Bong Teggy,,,Berlin,On Beat,2024,DLTLLY,2024-04-21,https://www.youtube.com/watch?v=LN1Lv62vzbI,68050,LN1Lv62vzbI,🏆 ON BEAT TITLE MATCH 🏆
TOLLSCHOCK,MALIK,,,,Accapella,2024,FOB,2024-04-21,https://www.youtube.com/watch?v=zH1kJVuX8QU,6078,zH1kJVuX8QU,ACAPELLA BATTLE
Bong Teggy,Karanova,,,,Accapella,2024,DLTLLY,2024-04-21,https://www.youtube.com/watch?v=nJxEfSgOaFE,7806,nJxEfSgOaFE,Interview Berlin
MC GEUNER,BANDAN,,,,Accapella,2024,FOB,2024-04-19,https://www.youtube.com/watch?v=8W6w_1IMHSQ,11425,8W6w_1IMHSQ,ACAPELLA BATTLE
DOC,Mordrake,,,Berlin,On Beat,2024,DLTLLY,2024-04-19,https://www.youtube.com/watch?v=f-Cp3n-LCyw,8610,f-Cp3n-LCyw,Berlin
FABS,DUFF,,,,Accapella,2024,FOB,2024-04-12,https://www.youtube.com/watch?v=PGneFiKoVf4,15180,PGneFiKoVf4,ACAPELLA BATTLE
Zeptah,Tokz,,,Berlin,On Beat,2024,DLTLLY,2024-04-07,https://www.youtube.com/watch?v=sGN8Hll0T3M,11902,sGN8Hll0T3M,Berlin
Yarambo,Karanova,,,Kassel,Accapella,2024,DLTLLY,2024-04-07,https://www.youtube.com/watch?v=JWaIWpR7cuA,66260,JWaIWpR7cuA,Kassel
Tobi High,Meidi,,,Kassel,Accapella,2024,DLTLLY,2024-04-07,https://www.youtube.com/watch?v=SJ4P0J0u3o0,76097,SJ4P0J0u3o0,Kassel
Aladin,Shorteh Taunton,,,Berlin,On Beat,2024,DLTLLY,2024-04-05,https://www.youtube.com/watch?v=yf72pQ4T_ak,8143,yf72pQ4T_ak,Berlin
MC Maik,Snakeheadrhyme,,,Kassel,Accapella,2024,DLTLLY,2024-03-31,https://www.youtube.com/watch?v=meY3np8DlTQ,20628,meY3np8DlTQ,Kassel
LARA SOFT,M.F.L.,,,,On Beat,2024,FOB,2024-03-31,https://www.youtube.com/watch?v=CZXKeqr26RQ,6973,CZXKeqr26RQ,ON BEAT BATTLE
Dadda,Lazlo Mxrphine,,,Berlin,On Beat,2024,DLTLLY,2024-03-29,https://www.youtube.com/watch?v=xcw2vuJLPZs,69959,xcw2vuJLPZs,Berlin
CLOCKWORK,DADDA,,,,Accapella,2024,FOB,2024-03-24,https://www.youtube.com/watch?v=f2TI2M5UaXc,9279,f2TI2M5UaXc,ACAPELLA BATTLE
DANNY DEADWEIGHT,SKILLZ,,,,Accapella,2024,FOB,2024-03-24,https://www.youtube.com/watch?v=ehyGYTo24ro,4466,ehyGYTo24ro,ACAPELLA BATLLE
ONKEL FRÄNK,SHADYX,,,,Accapella,2024,FOB,2024-03-24,https://www.youtube.com/watch?v=wfBBTAqUHis,7389,wfBBTAqUHis,ACAPELLA BATTLE
FreeKno,Young Kennedy,,,Kassel,Accapella,2024,DLTLLY,2024-03-24,https://www.youtube.com/watch?v=GPMI--gNB08,13906,GPMI--gNB08,Kassel
SIZYPHOS,MOODY,,,,Accapella,2024,FOB,2024-03-24,https://www.youtube.com/watch?v=QYrhse-D5VI,23108,QYrhse-D5VI,ACAPELLA BATTLE
JOSEPH STEINSCHLEUDER,MORGANA,,,,On Beat,2024,FOB,2024-03-21,https://www.youtube.com/watch?v=fo8uzP3EIvw,14254,fo8uzP3EIvw,ON BEAT BATTLE
OREGANO,HIDING JOHN,,,,Accapella,2024,FOB,2024-03-18,https://www.youtube.com/watch?v=rAqwIxumi3s,46948,rAqwIxumi3s,ACAPELLA BATTLE
Zeuge,Niza,,,Kassel,Accapella,2024,DLTLLY,2024-03-17,https://www.youtube.com/watch?v=j6S8n5bSC4k,20824,j6S8n5bSC4k,Kassel
Karma,Kiruma,NRWeekend 6,,,Accapella,2024,DLTLLY,2024-03-17,https://www.youtube.com/watch?v=3PCiOm1e0F8,49043,3PCiOm1e0F8,NRWeekend 6
Der Sergeant,Diamond,Proving Grounds,Panke,Berlin,Accapella,2024,DLTLLY,2024-03-15,https://www.youtube.com/watch?v=YdQh67kKjA0,11938,YdQh67kKjA0,Proving Grounds
PABLO,YAAMANN,,,,On Beat,2024,FOB,2024-03-14,https://www.youtube.com/watch?v=AWCwWr_DDKI,8208,AWCwWr_DDKI,ON BEAT BATTLE
Vesso,Malik,Proving Grounds,Panke,Berlin,Accapella,2024,DLTLLY,2024-03-10,https://www.youtube.com/watch?v=iK-Oth0jFOo,6830,iK-Oth0jFOo,Proving Grounds
CSN Galactico,Nastic,Proving Grounds,Panke,Berlin,Accapella,2024,DLTLLY,2024-03-10,https://www.youtube.com/watch?v=jKHgj_RAMZA,17957,jKHgj_RAMZA,Proving Grounds
Moody,Ikks,Proving Grounds,Panke,Berlin,Accapella,2024,DLTLLY,2024-03-07,https://www.youtube.com/watch?v=oFHFbG4e604,7035,oFHFbG4e604,Proving Grounds
Jepain,Rolling G,Proving Grounds Vol. 5,Panke,Berlin,Accapella,2024,DLTLLY,2024-03-07,https://www.youtube.com/watch?v=1tMIG22ggG0,9714,1tMIG22ggG0,Proving Grounds
Sizyphos,Hiding John,DISSember 7,Festsaal Kreuzberg,Berlin,Accapella,2024,DLTLLY,2024-03-07,https://www.youtube.com/watch?v=LBbPEElYxGA,79788,LBbPEElYxGA,DISSember #7
ZATO,ZEPTAH,,,,On Beat,2024,FOB,2024-03-01,https://www.youtube.com/watch?v=nMeqvIpjfOE,6961,nMeqvIpjfOE,ON BEAT BATTLE
Belial,Kid Soldier,DISSember 7,Festsaal Kreuzberg,Berlin,Accapella,2024,DLTLLY,2024-02-25,https://www.youtube.com/watch?v=fN0PgIxzhC8,35305,fN0PgIxzhC8,DISSember #7
FREEZY,DADDA,,,,On Beat,2024,FOB,2024-02-23,https://www.youtube.com/watch?v=QBSRI86VMs8,13305,QBSRI86VMs8,ON BEAT BATTLE
The Saurus,Quill,DISSember 7,Festsaal Kreuzberg,Berlin,Accapella,2024,DLTLLY,2024-02-19,https://www.youtube.com/watch?v=9z2aEljjMtQ,11069,9z2aEljjMtQ,DISSember #7
KOOZY,MAN IN BLACK,,,,On Beat,2024,FOB,2024-02-09,https://www.youtube.com/watch?v=6_YUEKAjkng,8829,6_YUEKAjkng,ON BEAT BATTLE
Clockwork,Sachma,Proving Grounds,Panke,Berlin,Accapella,2024,DLTLLY,2024-02-09,https://www.youtube.com/watch?v=bwbDyjtPJCc,8080,bwbDyjtPJCc,Proving Grounds
CapcoJones,Cristosaurus Rex,Proving Grounds,Panke,Berlin,Accapella,2024,DLTLLY,2024-02-04,https://www.youtube.com/watch?v=NNUTrbddBwo,9400,NNUTrbddBwo,Proving Grounds
Ricochet,Riesenlauch,Proving Grounds,Panke,Berlin,Accapella,2024,DLTLLY,2024-02-04,https://www.youtube.com/watch?v=NjX3eisi5XU,10789,NjX3eisi5XU,Proving Grounds Berlin
Kato,Neilz,,,,Accapella,2024,DLTLLY,2024-02-04,https://www.youtube.com/watch?v=ykfHhWbi7Jk,72054,ykfHhWbi7Jk,🏆 TITLE MATCH 🏆
VYRUS,STEEL,,,,On Beat,2024,FOB,2024-02-02,https://www.youtube.com/watch?v=hupa7KpyOm8,45550,hupa7KpyOm8,ON BEAT TITLEMATCH
FAITH MC,ROLLING G,,,,Accapella,2024,FOB,2024-01-27,https://www.youtube.com/watch?v=AQ61cQjpA4U,6425,AQ61cQjpA4U,ACAPELLA BATTLE
ROOL,DAVID ARDOR,,,,Accapella,2024,FOB,2024-01-21,https://www.youtube.com/watch?v=_TQee46RR5U,2423,_TQee46RR5U,NEWCOMER BATTLE
FRAX ONE & DJANGO,NATALI & ALADIN,,,,Accapella,2024,FOB,2024-01-19,https://www.youtube.com/watch?v=6ZzLdfNphns,6564,6ZzLdfNphns,ACAPELLA BATTLE
JOSEPH STEINSCHLEUDER & ROMIK WRONG,ZEPTAH & ORPHXN,,,,On Beat,2024,FOB,2024-01-12,https://www.youtube.com/watch?v=hDQFXey6gXI,18538,hDQFXey6gXI,ON BEAT BATTLE
Yarambo,Karma,,,,Accapella,2024,DLTLLY,2024-01-11,https://www.youtube.com/watch?v=Y523u1xAcmo,56693,Y523u1xAcmo,Hamburg
Celune,Sizyphos,,,,Accapella,2024,DLTLLY,2024-01-11,https://www.youtube.com/watch?v=wwKW8EaM0W4,35612,wwKW8EaM0W4,Hamburg
Heinz87 & Hiding John,Mazzikaner & Cashus K,,,,Accapella,2024,DLTLLY,2024-01-11,https://www.youtube.com/watch?v=Ue5h955l2Ew,24027,Ue5h955l2Ew,Hamburg
Faivel,Bilal,,,,Accapella,2024,DLTLLY,2024-01-07,https://www.youtube.com/watch?v=mHPNeE8Tkbo,13652,mHPNeE8Tkbo,Hamburg
Holu,Moody,,,,Accapella,2023,DUDL,2024-01-06,https://www.youtube.com/watch?v=ZgVgROhjl5o,6115,ZgVgROhjl5o,Battle
BURST & T-WAY,LEANDERS & DESPO,,,,Accapella,2024,FOB,2024-01-05,https://www.youtube.com/watch?v=_RaLw94QJSI,9098,_RaLw94QJSI,ACAPELLA BATTLE
Shizu,Morgana,,,,On Beat,2024,DLTLLY,2024-01-05,https://www.youtube.com/watch?v=uZC6ZAOqvss,18446,uZC6ZAOqvss,Hamburg
KRISO,ILYA FLOYD,,,,Accapella,2023,FOB,2023-12-31,https://www.youtube.com/watch?v=eSLYneqD0vg,3559,eSLYneqD0vg,NEWCOMER BATTLE
Liuz,Herr Kuchen,,Oma Doris,Dortmund,Accapella,2023,DLTLLY,2023-12-30,https://www.youtube.com/watch?v=vPgMlVOgMYs,57407,vPgMlVOgMYs,Dortmund
Bilal,Joseph Steinschleuder,,,,Accapella,2023,DUDL,2023-12-30,https://www.youtube.com/watch?v=MmgJGhyrfbc,16156,MmgJGhyrfbc,Battle
Mc Geuner,T-Way,,Oma Doris,Dortmund,Accapella,2023,DLTLLY,2023-12-30,https://www.youtube.com/watch?v=rsMrgC9k9jk,18499,rsMrgC9k9jk,Dortmund
Notyzze,BanDan,,,,On Beat,2023,DLTLLY,2023-12-30,https://www.youtube.com/watch?v=ryfJjGNbbR8,18733,ryfJjGNbbR8,Wien
Onkel Oktomusch,Jindo109,,Oma Doris,Dortmund,Accapella,2023,DLTLLY,2023-12-30,https://www.youtube.com/watch?v=NXAh7HMMM-0,98569,NXAh7HMMM-0,Dortmund
Neilz,Kiruma,,Oma Doris,Dortmund,Accapella,2023,DLTLLY,2023-12-30,https://www.youtube.com/watch?v=k5MyH3qffzk,64108,k5MyH3qffzk,Dortmund
Karkobi,Requiem,,,,Accapella,2023,DLTLLY,2023-12-30,https://www.youtube.com/watch?v=dpC_mfZVDrc,34349,dpC_mfZVDrc,Wien
Barbee & Flow,Fate & Joseph Steinschleuder,,,,Accapella,2023,DLTLLY,2023-12-30,https://www.youtube.com/watch?v=o0oMk_6Sj60,24689,o0oMk_6Sj60,2on2  Wien
Flashus Christus,K9NE,,,,Accapella,2023,DLTLLY,2023-12-30,https://www.youtube.com/watch?v=chUp4X6Isbo,7447,chUp4X6Isbo,Wien
LUCKYLILY & BAYZE,CRAZE & MOITZ,,,,Accapella,2023,FOB,2023-12-28,https://www.youtube.com/watch?v=B7Ge3bBMaZ4,38619,B7Ge3bBMaZ4,ACAPELLA BATTLE
MORGANA,ZEPTAH,,,,On Beat,2023,FOB,2023-12-26,https://www.youtube.com/watch?v=VSjE_QHcZBU,8115,VSjE_QHcZBU,ON BEAT BATTLE
Kane,David Ardor,,,,Accapella,2023,DUDL,2023-12-23,https://www.youtube.com/watch?v=5NWHlFDIezw,3333,5NWHlFDIezw,Battle
CLOCKWORK,CSN GALACTICO,,,,Accapella,2023,FOB,2023-12-21,https://www.youtube.com/watch?v=8t_wR5YYayI,6771,8t_wR5YYayI,ACAPELLA BATTLE
SNAKEHEADRHYME,A-RON,,,,Accapella,2023,FOB,2023-12-17,https://www.youtube.com/watch?v=q4fXhfjI2ZU,9649,q4fXhfjI2ZU,ACAPELLA BATTLE
KIRUMA,HIDING JOHN,BRRRR!,,,Accapella,2023,FOB,2023-12-17,https://www.youtube.com/watch?v=-z8Kz8svvR4,56953,-z8Kz8svvR4,ACAPELLA BATTLE
KARKOBI,MOODY,,,,Accapella,2024,FOB,2023-12-17,https://www.youtube.com/watch?v=hvEti6vXuXY,15180,hvEti6vXuXY,ACAPELLA BATTLE
SHAOLUM,EZRA,,,,Accapella,2023,FOB,2023-12-10,https://www.youtube.com/watch?v=tzwE0B9OquY,4818,tzwE0B9OquY,ONE-ROUNDER
KahVauWeh,Jilly,,,,Accapella,2023,DUDL,2023-12-09,https://www.youtube.com/watch?v=0qrxZCr5CMg,4550,0qrxZCr5CMg,Battle
FREEKNO,MORGANA,,,,Accapella,2023,FOB,2023-12-08,https://www.youtube.com/watch?v=WtgPudDeZj8,6261,WtgPudDeZj8,ACAPELLA BATTLE
VYRUS,KARANOVA,,,,On Beat,2023,FOB,2023-12-01,https://www.youtube.com/watch?v=_rMFRoKcs6M,35687,_rMFRoKcs6M,ON BEAT BATTLE
MOODY,TECEY,,,,Accapella,2023,FOB,2023-11-26,https://www.youtube.com/watch?v=rbNeALMPEKo,3595,rbNeALMPEKo,ACAPELLA BATTLE
JOE PHARO,LITTLE SEDO,,,,Accapella,2023,FOB,2023-11-24,https://www.youtube.com/watch?v=5Z35PNEQB_I,9674,5Z35PNEQB_I,ACAPELLA BATTLE
Schalle,Shortworth,,,,Accapella,2023,DLTLLY,2023-11-24,https://www.youtube.com/watch?v=3_aVuejj-KM,12250,3_aVuejj-KM,Wien
Duff,Joe Pharo,,Oma Doris,Dortmund,Accapella,2023,DLTLLY,2023-11-22,https://www.youtube.com/watch?v=m0MkvcPDluI,24431,m0MkvcPDluI,Dortmund
NASTIC,STEEL,,,,On Beat,2023,FOB,2023-11-19,https://www.youtube.com/watch?v=w0kK3zXnnK0,86632,w0kK3zXnnK0,ON BEAT BATTLE
Grandmaster Flow,Kalp One,,,,Accapella,2023,DLTLLY,2023-11-16,https://www.youtube.com/watch?v=Kw40l5aHPI4,7957,Kw40l5aHPI4,Wien
Belial,Julo,,Oma Doris,Dortmund,Accapella,2023,DLTLLY,2023-11-16,https://www.youtube.com/watch?v=I9J8qYJCcno,27909,I9J8qYJCcno,Dortmund
Wenzel Washington,Davis,,,,Accapella,2023,DLTLLY,2023-11-16,https://www.youtube.com/watch?v=BNOhkxQXuyM,11433,BNOhkxQXuyM,Wien
JEPAIN,CELUNE,,,,Accapella,2023,FOB,2023-11-16,https://www.youtube.com/watch?v=01-L9OSECRY,9098,01-L9OSECRY,ACAPELLA BATTLE
BAYZE,M.F.L.,,,,Accapella,2023,FOB,2023-11-12,https://www.youtube.com/watch?v=paqgtJnfItw,9392,paqgtJnfItw,ACAPELLA BATTLE
LUCKYLILY,IKKS,,,,Accapella,2023,FOB,2023-11-10,https://www.youtube.com/watch?v=kgZww6Ailfs,12402,kgZww6Ailfs,ACAPELLA BATTLE
KOOZY,ZEPTAH,,,,On Beat,2023,FOB,2023-11-10,https://www.youtube.com/watch?v=GGu6kpSltiw,10009,GGu6kpSltiw,ON BEAT BATTLE
Notyzze,Pablo,Living HipHop,,München,On Beat,2023,DLTLLY,2023-11-07,https://www.youtube.com/watch?v=2oGok3bnO3g,28355,2oGok3bnO3g,München
N'antinein,Bahamakarma,splash! 25,Splash,Ferropolis,On Beat,2023,DLTLLY,2023-11-07,https://www.youtube.com/watch?v=hxlKFtVRKTw,18441,hxlKFtVRKTw,splash! 25
Falki,Davie Jones,Living HipHop,,München,On Beat,2023,DLTLLY,2023-11-07,https://www.youtube.com/watch?v=PEZM8D30ogU,55651,PEZM8D30ogU,München
Shizu,Mave,splash! 25,Splash,Ferropolis,Accapella,2023,DLTLLY,2023-11-07,https://www.youtube.com/watch?v=0VnFsg9akkE,18670,0VnFsg9akkE,splash! 25
Krom,Craze,splash! 25,Splash,Ferropolis,On Beat,2023,DLTLLY,2023-11-07,https://www.youtube.com/watch?v=OFxzZdybSN8,37970,OFxzZdybSN8,Splash! Festival
Kid Soldier,Krom,splash! 25,Splash,Ferropolis,On Beat,2023,DLTLLY,2023-11-07,https://www.youtube.com/watch?v=BDxFLIkPoGM,22098,BDxFLIkPoGM,splash! 25
Lyrico,Tobi High,splash! 25,Splash,Ferropolis,On Beat,2023,DLTLLY,2023-11-07,https://www.youtube.com/watch?v=tR63ErqqK-E,44012,tR63ErqqK-E,splash! 25
Pablo,Mordrake,splash! 25,Splash,Ferropolis,On Beat,2023,DLTLLY,2023-11-07,https://www.youtube.com/watch?v=eTL6zktMYR4,13577,eTL6zktMYR4,splash! 25
Joseph Steinschleuder,Steel,,,,On Beat,2023,DLTLLY,2023-11-07,https://www.youtube.com/watch?v=o-gu-0j52H4,39045,o-gu-0j52H4,Düsseldorf
Cris Kotzen & Escape,Vyrus & Freezy,splash! 25,Splash,Ferropolis,On Beat,2023,DLTLLY,2023-11-07,https://www.youtube.com/watch?v=o63uOeCfr44,41775,o63uOeCfr44,2on2   splash! 25
Phasenkind,Vyrus,,,,On Beat,2023,DLTLLY,2023-11-07,https://www.youtube.com/watch?v=9bTN83Isy_g,59232,9bTN83Isy_g,Battle
Tokz,Tisos,,,,On Beat,2023,DLTLLY,2023-11-07,https://www.youtube.com/watch?v=Nx1dG5NYYSM,11753,Nx1dG5NYYSM,Match
Mavgic,Notyzze,splash! 23,Splash,Ferropolis,On Beat,2023,DLTLLY,2023-11-07,https://www.youtube.com/watch?v=zfz6RCjGq9Q,66656,zfz6RCjGq9Q,Splash! Festival
Aytee,Phasenkind,Living HipHop,,München,On Beat,2023,DLTLLY,2023-11-07,https://www.youtube.com/watch?v=E-5qSwv5Z0Q,153915,E-5qSwv5Z0Q,München
Ssynic,Craze,,,,Accapella,2023,DLTLLY,2023-11-06,https://www.youtube.com/watch?v=FwsahytRilk,141070,FwsahytRilk,B-Day #10
SUZIE SUH,MALIK,,,,Accapella,2023,FOB,2023-11-05,https://www.youtube.com/watch?v=XdxsQ5ZkBl0,5666,XdxsQ5ZkBl0,ACAPELLA BATTLE
Yarambo,JollyJay,,,,Accapella,2023,DLTLLY,2023-10-29,https://www.youtube.com/watch?v=u6NT4ynzzXY,84840,u6NT4ynzzXY,B-Day #10
SIC68,LEOQUENT,,,,Accapella,2023,FOB,2023-10-29,https://www.youtube.com/watch?v=Aagl3mzXYHE,2515,Aagl3mzXYHE,ACAPELLA BATTLE
TEACH,SHORTWORTH,,,,Accapella,2023,FOB,2023-10-27,https://www.youtube.com/watch?v=v3gjheBRFdw,5384,v3gjheBRFdw,ACAPELLA BATTLE
Kato,Bong Teggy,,,,Accapella,2023,DLTLLY,2023-10-25,https://www.youtube.com/watch?v=9-PHpWXpad8,68002,9-PHpWXpad8,B-Day #10
M.F.L.,CLOCKWORK,,,,Accapella,2023,FOB,2023-10-21,https://www.youtube.com/watch?v=GrwKC49yyCQ,3201,GrwKC49yyCQ,ACAPELLA BATTLE
DEELAH,DADDA,,,,Accapella,2023,FOB,2023-10-20,https://www.youtube.com/watch?v=1hXJvRr5-v0,13109,1hXJvRr5-v0,ACAPELLA BATTLE
Karanova,Mc Geuner,,,,Accapella,2023,DLTLLY,2023-10-15,https://www.youtube.com/watch?v=EuuQTa_BAPs,35206,EuuQTa_BAPs,B-Day #10
Jeystone,Karanova,,,,Accapella,2023,DUDL,2023-10-14,https://www.youtube.com/watch?v=RDIgvgVX2XE,15489,RDIgvgVX2XE,Battle
